,Where did you find out about Orange?,What Data Mining level are you?,Where do you work?,Excel,IBM SPSS Statistics,KNIME,MATLAB,Python,Python Pandas,R,Rapid Miner,SQL,Weka,None,"Would you enjoy getting monthly tips and video tutorials on how to get the most out of Orange? If so, type your email below. <br><br>*<em>You can unsubscribe at any time and we will always respect your privacy.</em>"
2327,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,1
2328,Conference,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,0,1,0
2329,Anaconda,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
2330,Anaconda,Intermediate,Industry,1,1,1,1,0,1,1,1,0,1,1,1
2331,Anaconda,Beginner,Academia,0,1,1,1,0,0,0,1,0,1,1,0
2332,Web,Intermediate,Research,0,0,0,1,1,1,1,0,1,1,1,0
2333,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,0,1,0,1,1,1
2334,Web,Intermediate,Research,0,1,0,1,0,1,1,1,0,1,1,1
2335,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,0,1,1,1,1
2336,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
2337,Anaconda,Beginner,Industry,0,1,1,1,0,1,0,1,0,1,1,1
2338,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
2339,,Intermediate,Industry,0,0,1,0,0,1,0,1,0,1,1,1
2340,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
2341,Anaconda,Beginner,I'm a student,0,0,1,0,0,1,0,1,1,1,1,0
2342,Friends,Beginner,Research,1,1,1,1,1,1,1,1,1,1,0,0
2343,Job,Beginner,Academia,1,0,1,1,1,1,0,1,1,1,1,0
2344,Anaconda,Expert,Academia,1,1,1,1,0,1,1,1,1,1,1,1
2345,Friends,Beginner,,0,1,1,1,0,0,1,1,1,1,1,1
2346,College,Beginner,Academia,0,0,1,0,0,0,0,1,1,1,1,1
2347,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,1
2348,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,0
2349,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
2350,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
2351,Anaconda,Beginner,,1,1,1,1,0,0,1,1,1,1,1,1
2352,Anaconda,Beginner,I'm a student,1,1,1,0,0,0,1,1,1,1,1,1
2353,Conference,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,0
2354,College,Intermediate,Industry,0,1,1,0,0,0,0,1,1,1,1,1
2355,Anaconda,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
2356,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
2357,,,,1,1,1,1,1,1,1,1,1,1,1,1
2358,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,0,1,1,1,1,1
2359,Anaconda,Expert,Industry,1,1,1,1,0,0,1,1,1,1,1,0
2360,Anaconda,Intermediate,Industry,0,1,0,1,0,0,1,1,0,1,1,1
2361,Web,Beginner,Research,0,1,1,1,0,1,1,1,0,1,1,1
2362,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2363,,Expert,Industry,0,0,0,1,0,0,0,0,0,0,1,0
2364,Web,Intermediate,Industry,0,1,0,1,0,1,0,1,0,1,1,1
2365,Anaconda,Beginner,,0,1,1,1,1,1,1,1,0,1,1,1
2366,College,Beginner,I'm a student,1,1,1,0,1,1,1,1,1,1,1,1
2367,Friends,Intermediate,,0,0,1,1,1,1,0,1,0,1,1,0
2368,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2369,Web,Intermediate,,0,0,1,1,0,1,1,1,1,1,1,0
2370,Web,Intermediate,Industry,0,1,1,1,0,0,0,1,1,0,1,0
2371,Anaconda,Intermediate,Industry,1,1,0,1,0,0,1,1,1,1,1,0
2372,Friends,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
2373,Anaconda,Beginner,Academia,0,1,1,1,0,1,1,1,1,1,1,1
2374,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
2375,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,1
2376,Web,Intermediate,Industry,0,0,0,0,1,1,1,1,1,1,1,1
2377,College,Intermediate,Research,0,1,1,1,1,1,0,1,1,1,1,1
2378,Web,Beginner,I'm a student,0,1,1,0,0,1,0,1,0,1,1,0
2379,Web,Beginner,Industry,0,1,1,1,1,1,0,1,1,1,1,0
2380,School,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,0
2381,College,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
2382,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
2383,,Beginner,Research,0,1,1,1,1,1,1,1,1,1,0,1
2384,School,Beginner,Industry,1,1,1,1,0,1,0,1,0,1,1,0
2385,Anaconda,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
2386,Web,Intermediate,Academia,0,0,1,1,1,1,1,1,1,1,1,1
2387,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2388,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
2389,Anaconda,Intermediate,Industry,0,0,1,0,0,0,1,1,0,1,1,1
2390,Job,Beginner,Industry,0,0,1,1,0,1,1,1,0,1,1,0
2391,Friends,Beginner,Research,0,1,1,0,1,1,1,1,1,1,1,0
2392,Web,Intermediate,Industry,1,1,1,0,1,1,1,1,1,1,1,0
2393,School,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2394,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
2395,Anaconda,Intermediate,I'm a student,0,1,1,1,0,1,1,1,0,1,1,1
2396,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
2397,Web,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,1
2398,Anaconda,Expert,Industry,1,1,1,1,1,0,1,1,1,1,1,0
2399,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
2400,School,Beginner,Academia,0,0,1,1,1,1,0,1,1,1,1,0
2401,Web,Intermediate,,0,1,1,1,0,0,1,1,1,1,1,0
2402,College,Beginner,I'm a student,0,0,1,0,1,1,1,1,1,1,1,1
2403,College,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2404,Anaconda,Beginner,I'm a student,1,1,1,1,1,0,1,1,1,1,1,0
2405,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
2406,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,0
2407,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,0,1,0,1,1,1
2408,Job,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,1
2409,Web,Expert,Industry,0,1,1,1,0,0,1,1,0,1,1,1
2410,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
2411,Web,Intermediate,Industry,0,1,0,1,1,1,1,0,1,0,1,1
2412,Anaconda,Expert,Industry,0,0,0,0,0,0,0,0,0,0,1,1
2413,Anaconda,Expert,,0,1,1,0,1,0,1,1,1,1,1,1
2414,Anaconda,Intermediate,Academia,0,1,1,1,0,0,1,0,1,1,1,0
2415,Friends,Intermediate,Academia,1,0,1,0,1,1,1,1,1,1,1,1
2416,Anaconda,Beginner,I'm a student,0,1,1,0,0,1,1,1,1,1,1,1
2417,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
2418,Anaconda,Beginner,,0,1,1,1,0,1,1,1,0,1,1,1
2419,Anaconda,Intermediate,Research,1,1,1,1,0,1,0,1,1,1,1,1
2420,Anaconda,Intermediate,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
2421,Anaconda,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,1,1
2422,Anaconda,Beginner,Industry,0,1,1,0,1,1,1,1,0,1,1,1
2423,College,Beginner,I'm a student,1,0,1,1,1,1,1,1,1,1,1,1
2424,Anaconda,Beginner,Industry,1,1,1,1,1,1,0,1,1,0,1,1
2425,College,Beginner,I'm a student,0,1,1,0,0,1,1,1,0,1,1,1
2426,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
2427,College,Beginner,I'm a student,0,1,1,1,0,1,0,1,1,1,1,1
2428,Conference,Intermediate,Research,0,0,1,1,1,1,0,1,1,1,1,0
2429,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
2430,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,0
2431,College,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,1
2432,Web,Beginner,Academia,0,1,1,1,1,1,1,1,0,1,1,0
2433,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,0
2434,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
2435,Anaconda,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,0
2436,Web,Beginner,Academia,0,0,1,0,1,1,0,1,1,1,1,1
2437,Friends,Intermediate,Academia,1,1,1,1,0,0,0,1,0,1,1,0
2438,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,0
2439,Anaconda,Beginner,Academia,1,1,1,1,1,1,0,1,1,1,1,1
2440,Web,Expert,Industry,0,1,1,0,0,1,0,0,0,1,1,0
2441,,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
2442,College,Beginner,Academia,1,1,1,1,1,0,1,1,1,1,1,1
2443,Anaconda,Intermediate,Research,0,1,1,1,1,1,0,1,1,1,1,1
2444,College,Beginner,I'm a student,1,1,1,1,1,1,0,1,1,1,1,1
2445,Anaconda,Intermediate,Research,0,1,1,0,0,0,1,1,0,1,1,0
2446,Anaconda,Expert,Industry,1,1,1,1,0,0,0,1,0,1,1,1
2447,Anaconda,Intermediate,Academia,1,1,1,1,1,1,1,1,0,1,1,1
2448,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,0,1,1,0
2449,Web,Intermediate,Industry,0,1,1,1,1,1,1,0,0,1,1,0
2450,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
2451,Anaconda,Beginner,,0,1,1,1,0,0,1,1,0,1,1,1
2452,School,Expert,Research,1,1,1,0,0,1,0,1,0,0,1,1
2453,Web,Expert,Industry,0,1,1,1,0,0,0,1,1,0,1,1
2454,Anaconda,Intermediate,Academia,0,1,1,0,0,1,1,1,1,1,1,1
2455,Web,Beginner,Industry,1,1,1,1,1,1,0,1,1,1,1,0
2456,College,Intermediate,Research,0,1,1,1,1,1,0,1,1,1,1,1
2457,Job,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
2458,Web,Beginner,Research,1,1,1,1,1,1,1,1,1,1,0,1
2459,Web,Beginner,Academia,0,1,1,0,0,1,1,1,1,1,1,1
2460,Friends,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
2461,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
2462,College,Intermediate,Research,0,0,1,1,1,1,1,1,0,0,1,1
2463,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
2464,Web,Intermediate,Industry,1,1,1,1,0,0,1,1,0,1,1,1
2465,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,0,1,1,1,1,1
2466,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,0,1,1,1,1,1
2467,Job,Intermediate,Industry,0,1,0,1,1,1,1,1,0,1,1,1
2468,School,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
2469,Web,Beginner,I'm a student,0,0,1,0,1,0,0,0,1,0,1,0
2470,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,0,1,1,1,1,0
2471,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,0
2472,School,Beginner,I'm a student,1,1,1,1,1,1,0,1,1,1,1,0
2473,Web,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
2474,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,1,1,0
2475,Anaconda,Beginner,I'm a student,1,1,1,0,1,1,1,1,0,1,1,0
2476,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,0
2477,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
2478,Web,Beginner,Academia,0,1,1,1,0,1,0,1,1,1,1,1
2479,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
2480,Friends,Beginner,I'm a student,0,1,1,1,0,0,0,1,0,1,1,0
2481,Job,Beginner,Research,0,1,1,1,1,0,1,1,1,1,1,1
2482,Conference,Beginner,Research,0,1,1,1,1,1,0,1,1,1,1,0
2483,Anaconda,Intermediate,Industry,0,1,1,1,0,1,1,1,1,1,1,0
2484,School,Beginner,I'm a student,0,1,1,1,1,1,0,1,0,1,1,0
2485,Anaconda,Intermediate,Research,1,1,1,0,0,0,1,1,1,1,1,0
2486,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
2487,College,Beginner,Industry,0,1,1,1,1,1,1,0,1,1,1,1
2488,Web,Beginner,Industry,1,1,1,1,1,0,1,1,1,1,1,1
2489,Web,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,1,1,0
2490,Anaconda,Beginner,Academia,1,1,1,1,1,0,1,1,1,1,1,1
2491,Job,Intermediate,Industry,0,1,1,1,1,1,0,1,0,1,1,1
2492,School,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,1
2493,School,Intermediate,Industry,0,1,1,1,1,1,0,1,0,1,1,1
2494,Anaconda,Intermediate,I'm a student,1,1,1,1,0,0,0,1,1,1,1,0
2495,,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,1,0
2496,,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
2497,Conference,Beginner,Industry,1,1,1,1,0,0,0,0,1,1,1,0
2498,Web,Expert,Academia,0,1,0,1,1,1,0,1,0,1,1,1
2499,Web,Beginner,Industry,0,1,1,1,0,0,0,1,0,1,1,1
2500,,Beginner,I'm a student,0,1,1,1,0,0,1,1,1,1,1,1
2501,Anaconda,Beginner,Industry,1,1,1,1,1,0,1,1,1,1,1,1
2502,Friends,Intermediate,Industry,0,1,1,1,0,0,1,1,0,1,1,0
2503,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,1
2504,Anaconda,Intermediate,Research,1,1,1,0,0,0,1,1,1,1,1,0
2505,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
2506,Anaconda,Beginner,Industry,0,1,1,1,0,0,1,1,1,1,1,0
2507,College,Beginner,Research,0,1,1,1,1,1,1,1,0,1,1,1
2508,School,,,1,1,1,1,1,1,1,1,1,1,1,1
2509,,Beginner,,1,1,1,1,1,1,1,1,1,1,0,0
2510,Anaconda,Beginner,Industry,1,1,1,1,0,1,0,1,0,1,1,1
2511,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
2512,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,0,1,1,1,1,1
2513,Web,Beginner,Industry,1,1,1,1,0,1,1,1,1,1,1,1
2514,Friends,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
2515,Web,Beginner,Industry,1,1,1,1,1,1,1,1,0,1,1,0
2516,Web,Beginner,Industry,0,1,1,1,1,1,1,0,1,1,1,1
2517,Web,Intermediate,Research,0,1,1,1,1,1,1,1,0,1,1,0
2518,Conference,Intermediate,Academia,1,1,1,1,0,0,0,1,1,1,1,0
2519,Job,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,1
2520,Job,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,0
2521,Anaconda,Beginner,Research,0,1,1,1,0,1,1,1,0,1,1,1
2522,College,Beginner,I'm a student,0,0,1,1,1,1,1,1,1,1,1,0
2523,College,Beginner,Academia,1,1,1,1,0,1,0,1,0,1,1,1
2524,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
2525,Web,Beginner,Research,0,1,1,1,0,0,1,1,1,1,1,1
2526,,Intermediate,Industry,0,1,1,1,1,1,1,1,0,1,1,1
2527,Web,Intermediate,Research,0,1,0,1,0,0,0,1,1,1,1,0
2528,Anaconda,Beginner,,1,1,1,1,0,0,1,1,1,1,1,1
2529,Friends,Expert,Academia,0,0,1,1,1,1,0,1,1,1,1,0
2530,Anaconda,Expert,Academia,0,1,1,0,0,1,0,1,1,1,1,0
2531,Anaconda,Beginner,,0,1,1,1,0,1,0,1,0,1,1,0
2532,Anaconda,Intermediate,Industry,1,1,1,0,0,0,1,1,0,1,1,1
2533,School,Intermediate,Industry,0,1,1,1,1,1,0,1,0,1,1,1
2534,Friends,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
2535,Anaconda,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,1
2536,School,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,0
2537,Web,Intermediate,Industry,0,1,1,1,0,0,1,1,1,1,1,1
2538,Anaconda,Intermediate,Academia,1,1,1,1,0,0,1,1,1,0,1,1
2539,Web,Beginner,Research,0,1,0,0,0,1,0,1,0,1,1,0
2540,Friends,Beginner,Academia,0,1,1,0,0,0,0,1,1,1,1,1
2541,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,0
2542,Anaconda,Beginner,Industry,1,1,1,1,1,0,1,1,1,1,1,1
2543,School,Beginner,Academia,0,0,1,1,1,1,0,1,1,1,1,1
2544,Anaconda,Intermediate,,1,1,1,1,1,1,0,1,1,1,1,1
2545,School,Beginner,I'm a student,0,1,1,0,0,0,0,1,0,1,1,1
2546,Job,Intermediate,Industry,0,0,1,1,0,1,0,1,0,1,1,0
2547,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,0
2548,Web,Beginner,Industry,0,1,1,1,1,1,0,1,0,0,1,0
2549,Anaconda,Beginner,Industry,1,1,1,1,0,0,1,1,1,1,1,1
2550,School,Beginner,Academia,1,1,1,1,1,1,1,1,0,1,1,1
2551,Anaconda,,,1,1,1,1,1,1,1,1,1,1,1,1
2552,Anaconda,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,1,1,1
2553,Anaconda,Beginner,Industry,0,1,1,1,0,0,0,1,0,0,1,1
2554,Anaconda,Intermediate,Industry,1,1,1,0,0,0,1,1,0,1,1,0
2555,Web,Intermediate,Academia,1,1,1,1,1,1,1,1,1,1,0,1
2556,College,Beginner,I'm a student,1,1,1,0,1,1,1,1,1,1,1,0
2557,School,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
2558,School,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
2559,School,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
2560,Friends,Intermediate,,0,1,1,1,1,1,1,0,0,1,1,0
2561,Anaconda,Intermediate,,0,1,1,1,0,0,0,1,0,1,1,1
2562,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
2563,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
2564,College,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
2565,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,0,0
2566,Web,Beginner,Academia,1,1,1,1,0,1,0,1,1,1,1,1
2567,Anaconda,Intermediate,Industry,0,1,1,1,0,0,1,1,0,1,1,1
2568,Anaconda,Beginner,Research,0,1,1,1,0,0,1,1,1,1,1,0
2569,Anaconda,Beginner,Research,0,1,1,0,0,0,1,1,1,1,1,0
2570,Web,,Research,0,1,1,1,0,1,1,1,0,1,1,0
2571,Anaconda,Intermediate,I'm a student,0,1,0,1,0,0,0,1,0,0,1,1
2572,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
2573,Web,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
2574,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
2575,Web,Intermediate,Academia,1,1,0,1,0,0,0,1,1,1,1,0
2576,,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,0
2577,Job,Beginner,Industry,1,1,1,1,0,0,1,1,1,1,1,0
2578,Anaconda,Beginner,Industry,1,1,1,1,0,0,1,1,1,1,1,0
2579,Job,Intermediate,Industry,0,1,0,1,0,1,1,1,0,1,1,1
2580,Web,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
2581,Anaconda,Beginner,,1,1,1,1,0,1,1,1,1,1,1,0
2582,Job,Beginner,Industry,0,1,1,0,1,1,1,1,1,1,1,1
2583,,,,1,1,1,1,1,1,1,1,1,1,1,1
2584,Friends,Intermediate,Research,1,1,1,0,0,1,1,1,1,0,1,0
2585,Anaconda,Intermediate,Industry,0,1,1,1,0,1,1,1,1,1,1,1
2586,Web,Intermediate,Research,0,0,1,0,0,1,1,1,1,0,1,1
2587,School,Beginner,Academia,0,1,1,1,1,0,0,1,1,1,1,1
2588,Friends,Beginner,I'm a student,1,1,1,0,1,1,1,1,1,1,1,1
2589,Web,Intermediate,I'm a student,1,1,1,0,1,1,1,1,1,1,1,1
2590,Job,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,0
2591,Anaconda,Beginner,I'm a student,0,0,1,0,0,1,0,1,1,1,1,1
2592,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
2593,Web,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,1
2594,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2595,Web,Intermediate,Research,1,1,1,1,1,1,0,1,1,1,1,1
2596,College,Beginner,I'm a student,0,0,1,1,1,1,0,1,0,1,1,0
2597,Web,Intermediate,Research,0,1,1,1,0,0,1,1,1,1,1,0
2598,Anaconda,Beginner,Research,1,1,1,1,0,1,0,1,1,1,1,0
2599,Anaconda,Intermediate,Industry,0,1,0,1,0,0,0,0,1,1,1,1
2600,Web,Beginner,Research,0,1,1,0,0,1,0,1,0,1,1,0
2601,Anaconda,Beginner,Industry,0,0,1,0,0,0,0,1,0,1,1,0
2602,Web,Beginner,Academia,0,0,1,1,0,1,1,1,1,1,1,1
2603,Web,Beginner,Industry,0,1,1,1,0,0,0,1,0,1,1,0
2604,College,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,0
2605,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2606,Anaconda,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
2607,Web,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,0
2608,Friends,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
2609,,Beginner,Academia,0,0,1,1,1,1,0,1,0,1,1,0
2610,Friends,Beginner,I'm a student,1,0,1,1,1,1,1,1,1,1,1,0
2611,Anaconda,Beginner,,0,1,1,1,1,1,0,1,0,1,1,1
2612,Job,Intermediate,,0,1,1,0,0,0,1,1,0,1,1,1
2613,Web,Beginner,Industry,0,1,1,0,1,1,1,1,1,1,1,1
2614,Web,Beginner,Industry,1,1,1,1,0,1,1,1,1,1,1,1
2615,,Beginner,I'm a student,0,1,1,1,0,0,0,1,0,1,1,1
2616,Web,Intermediate,Research,0,1,1,1,1,1,1,1,1,1,1,1
2617,Anaconda,Beginner,Research,0,1,1,1,0,0,1,1,0,1,1,1
2618,Anaconda,Intermediate,I'm a student,0,1,1,1,0,0,0,1,0,1,1,0
2619,Web,Intermediate,Academia,0,1,1,0,0,1,0,1,1,1,1,1
2620,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
2621,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,0
2622,Anaconda,Intermediate,Industry,0,1,1,1,0,0,1,1,0,1,1,1
2623,Anaconda,Beginner,Research,0,1,1,1,0,0,0,1,1,1,1,0
2624,Friends,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
2625,Web,Beginner,Industry,1,1,1,1,0,0,1,1,1,1,1,1
2626,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2627,Conference,Expert,Research,1,1,1,1,0,1,0,1,0,1,1,1
2628,Anaconda,Beginner,I'm a student,0,1,1,1,0,1,1,1,0,1,1,0
2629,Anaconda,Intermediate,Academia,1,1,1,1,1,1,0,1,1,1,1,0
2630,College,Beginner,I'm a student,0,1,1,0,0,1,0,1,0,1,1,1
2631,Anaconda,Beginner,Academia,1,1,1,1,0,0,0,1,0,1,1,1
2632,Web,Intermediate,Academia,0,1,1,0,1,1,0,1,0,1,1,1
2633,Anaconda,Beginner,I'm a student,1,1,1,1,0,0,1,1,1,1,1,1
2634,Conference,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,0
2635,College,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,1
2636,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
2637,Anaconda,Intermediate,Academia,0,0,1,1,0,0,0,1,0,1,1,1
2638,Anaconda,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,0
2639,Web,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
2640,College,Beginner,Academia,0,1,1,0,0,1,1,1,1,1,1,0
2641,Anaconda,Beginner,Research,0,1,1,1,0,1,1,1,0,1,1,1
2642,Anaconda,Beginner,Industry,0,1,1,1,1,0,1,1,1,1,1,1
2643,Anaconda,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
2644,,,Research,1,1,1,1,0,1,0,1,1,1,1,1
2645,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,0
2646,Anaconda,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
2647,Anaconda,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
2648,College,Beginner,Industry,1,1,1,1,1,1,0,1,1,1,1,1
2649,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
2650,Web,Beginner,Industry,0,0,0,0,0,1,0,1,0,1,1,0
2651,Web,Beginner,Academia,0,1,1,1,1,1,0,1,1,1,1,1
2652,Anaconda,Beginner,Research,0,1,1,0,1,0,1,1,0,1,1,1
2653,School,Intermediate,Research,0,0,1,0,0,0,0,1,1,1,1,0
2654,Job,Expert,Industry,1,0,1,1,0,0,1,1,0,1,1,0
2655,,Intermediate,Research,1,1,1,0,1,1,0,1,1,0,1,0
2656,Anaconda,Intermediate,I'm a student,1,1,1,1,0,0,1,1,0,0,1,1
2657,Anaconda,Beginner,I'm a student,1,1,1,1,0,0,0,1,0,1,1,1
2658,Web,Beginner,Industry,1,1,1,0,1,1,1,1,1,1,1,1
2659,Friends,Beginner,Academia,0,0,1,0,1,1,0,1,1,1,1,1
2660,Anaconda,Intermediate,Research,1,1,1,1,0,0,1,1,0,1,1,1
2661,Anaconda,Intermediate,Industry,0,1,1,1,0,0,1,1,0,1,1,1
2662,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
2663,Anaconda,Beginner,,0,1,1,1,0,1,0,1,0,1,1,0
2664,Friends,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
2665,College,Intermediate,,0,1,0,1,0,1,0,0,0,0,1,0
2666,College,Beginner,I'm a student,0,1,1,0,0,1,1,1,0,0,1,1
2667,,Expert,Academia,0,1,1,0,0,1,0,0,1,0,1,1
2668,Anaconda,Beginner,I'm a student,0,1,0,1,0,0,0,0,0,1,1,0
2669,Anaconda,Intermediate,I'm a student,0,1,1,1,0,1,0,1,1,1,1,1
